voltage,measured_cca,rated_cca,low_sg,battery_type,label,label_3
12.72315974618714,724.6337487020459,648,Yes,Regular Flooded,Good,Good
12.863158150016252,537.5478147797526,324,Yes,Regular Flooded,Good,Good
12.772731855984158,735.2074896143998,648,NO,Regular Flooded,Good,Good
12.855379066534368,260.7813149276305,648,Yes,Regular Flooded,Replace,Replace
12.849265805735708,411.0097691225585,324,Yes,Regular Flooded,Good,Good
12.773394307364022,227.7011708575527,648,Yes,Regular Flooded,Replace,Replace
12.313473507004735,331.8150683242744,324,Yes,Regular Flooded,Good,Good
12.73186137366634,507.75468407594303,324,Yes,Regular Flooded,Good,Good
12.87901829273889,529.5770618214616,324,Yes,Regular Flooded,Good,Good
12.811260424053364,513.8547539658333,324,Yes,Regular Flooded,Good,Good
12.397297707296785,316.9407461125127,324,Yes,Regular Flooded,Good,Good
12.719116840181227,97.30152893136965,324,Yes,Regular Flooded,Replace,Replace
12.736604401516056,728.9064880745592,648,Yes,Regular Flooded,Good,Good
12.52665776916403,400.136197685992,324,Yes,Regular Flooded,Good,Good
12.72276077484472,449.2741585897459,324,Yes,Regular Flooded,Good,Good
12.867778188028783,284.4069654182076,648,Yes,Regular Flooded,Replace,Replace
12.859578225388727,533.2432063099521,324,Yes,Regular Flooded,Good,Good
12.626160631721396,471.12386290315584,324,Yes,Regular Flooded,Good,Good
12.645600279621457,443.857333509606,324,Yes,Regular Flooded,Good,Good
12.616957765611874,424.1170142220707,324,Yes,Regular Flooded,Good,Good
12.709020117178342,724.7455142875301,648,Yes,Regular Flooded,Good,Good
12.836095517995446,144.6679957137244,324,Yes,Regular Flooded,Replace,Replace
12.641434091553483,739.9076456584733,648,NO,Regular Flooded,Good,Good
12.52139261284226,433.01295226205855,324,Yes,Regular Flooded,Good,Good
12.6543212030349,416.0841995106864,324,NO,Regular Flooded,Good,Good
12.48692824589986,415.8799474233038,324,Yes,Regular Flooded,Good,Good
12.46393641724187,249.02865936787776,324,Yes,Regular Flooded,Warning,Warning
12.725372450847154,197.95885652123627,648,Yes,Regular Flooded,Replace,Replace
12.796476205803852,515.4211524703703,324,Yes,Regular Flooded,Good,Good
12.641588859334444,439.0646162823445,324,Yes,Regular Flooded,Good,Good
12.760567488146384,720.1318669335225,648,Yes,Regular Flooded,Good,Good
12.6398486202134,471.9729704348069,324,Yes,Regular Flooded,Good,Good
12.38235471933328,263.60279576399955,324,NO,Regular Flooded,Good,Good
12.46621497633048,289.9121401482107,324,Yes,Regular Flooded,Good,Good
12.663863984025731,460.4423815026545,324,NO,Regular Flooded,Good,Good
12.451886855819447,307.5428172001462,324,Yes,Regular Flooded,Good,Good
12.813892865216124,508.1440202538552,324,Yes,Regular Flooded,Good,Good
12.85524448714466,407.5253869931436,324,Yes,Regular Flooded,Good,Good
12.478333228644413,404.4321688475734,324,Yes,Regular Flooded,Good,Good
12.490627499779718,431.39572282995647,324,Yes,Regular Flooded,Good,Good
12.670321811508863,443.5965376605316,324,Yes,Regular Flooded,Good,Good
12.927930512004604,491.8512991296284,324,Yes,Regular Flooded,Good,Good
12.64998526294412,422.5638338376677,324,NO,Regular Flooded,Good,Good
12.461031814774152,289.82408714363555,324,Yes,Regular Flooded,Good,Good
12.371790499599252,276.14811451390864,324,Yes,Regular Flooded,Good,Good
12.380752204935993,338.04509522682645,324,NO,Regular Flooded,Good,Good
12.880408719606349,477.78531605970886,324,Yes,Regular Flooded,Good,Good
12.463333234720388,255.4429991682151,324,Yes,Regular Flooded,Warning,Warning
12.758800456862112,205.8620527128774,432,Yes,Regular Flooded,Replace,Replace
12.65724639658044,419.7346197934116,324,Yes,Regular Flooded,Good,Good
12.61427553981403,241.826448288106,648,NO,Regular Flooded,Replace,Replace
12.774826149544316,501.9592300054143,324,Yes,Regular Flooded,Good,Good
12.834942205675423,143.55243641340977,324,Yes,Regular Flooded,Replace,Replace
12.895001274413945,515.0705784032629,324,Yes,Regular Flooded,Good,Good
12.853357267498868,702.9589166020972,648,NO,Regular Flooded,Good,Good
12.70820824593272,530.294190668085,324,Yes,Regular Flooded,Good,Good
12.904377850870562,193.34475300243756,432,Yes,Regular Flooded,Replace,Replace
12.52072990108548,415.25219888319685,324,Yes,Regular Flooded,Good,Good
12.408690629874712,281.3321035729126,324,Yes,Regular Flooded,Good,Good
12.690140370963142,707.2420181511086,648,Yes,Regular Flooded,Good,Good
12.438226028293013,294.5122262039842,324,Yes,Regular Flooded,Good,Good
12.800055406515908,493.8950282695423,324,Yes,Regular Flooded,Good,Good
12.799292140492648,245.34802961177357,648,NO,Regular Flooded,Replace,Replace
12.596072713312614,355.17935874816453,324,Yes,Regular Flooded,Good,Good
12.723165645482087,473.3654928583164,324,Yes,Regular Flooded,Good,Good
12.691212783348272,400.0632550540192,324,Yes,Regular Flooded,Good,Good
12.838705871536602,570.8388157286695,324,Yes,Regular Flooded,Good,Good
12.818199907426123,421.3641789717969,324,Yes,Regular Flooded,Good,Good
12.812390368424929,206.18623400564303,432,Yes,Regular Flooded,Replace,Replace
12.732937555534368,124.74360922106274,324,Yes,Regular Flooded,Replace,Replace
12.675089274107233,702.764119363919,648,Yes,Regular Flooded,Good,Good
12.66408687600492,230.59440126399497,432,Yes,Regular Flooded,Warning,Warning
12.612341793295512,398.9431917935521,324,Yes,Regular Flooded,Good,Good
12.230484007536347,234.0189032598928,324,Yes,Regular Flooded,Warning,Warning
12.589043157322164,413.3104550874024,324,Yes,Regular Flooded,Good,Good
